"","SampleID","Type","Name","Code","ReplicateSet","Year","Month","Day","Date","NewLat","NewLon","Marker","Taxon","RawVertReadsPerSample","RawReads","RawPropReads","CorrectedReads","CorrectedPropReads","VolFil","ABL_Sample_Type","DNAConc","Run","Ct1","Ct2","Ct3","CtMean","CtSD","Quant1","Quant2","Quant3","QuantMean","Result","Notes","WPT","MaxFlow","maxPSI","Verified","StartTime","EndTime","TimeAtSite","River.Width","MeanDepth","MeanFlow","WaterTemp","mmHg","kPa","DO.","DOmg.L","C.us..cm","pH.mV","pH","ORP.mV","Chlorine","Alkalinity","CC.","WC","FullTrans","SampleNotes","SiteNotes","Depth1","Depth2","Depth3","Depth4","Depth5","Depth6","Depth7","Depth8","Depth9","Depth10","Depth11","Depth12","Depth13","Depth14","Depth15","Depth16","Depth17","Depth18","Depth19","Depth20","FlowDist.ft","SurfaceFlow1.sec","SurflaceFlow2.sec","SurfaceFlow3.sec","Flow1","Flow2","Flow3","Flow4","Flow5","Flow6","Flow7","Flow8","Flow9","Flow10","Flow11","Flow12","Flow13","Flow14","Flow15","Flow16","Flow17","Flow18","Flow19","Flow20"
"546","PHRC","Center","Piper's Hole River","PHR",3,"2020","September","3","9/3/2020",47.922363,-54.276202,"FISHE","Salvelinus alpinus",1127,0,"0",0,"0","0.99","Sample",4102,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,93,0.2,0.9,17.8,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,"Y",NA,NA,0.1,0.4,0.3,0.3,0.2,0.3,0.2,0.3,0.4,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,0.4,0.8,0.6,0.7,1.3,1.3,1.7,0.8,1.1,1.3,NA,NA,NA,NA,NA,NA,NA,NA
"547","PHRC","Center","Piper's Hole River","PHR",3,"2020","September","3","9/3/2020",47.922363,-54.276202,"MIFISHU","Salvelinus alpinus",873660,0,"0",0,"0","0.99","Sample",4102,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,93,0.2,0.9,17.8,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,"Y",NA,NA,0.1,0.4,0.3,0.3,0.2,0.3,0.2,0.3,0.4,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,0.4,0.8,0.6,0.7,1.3,1.3,1.7,0.8,1.1,1.3,NA,NA,NA,NA,NA,NA,NA,NA
"548","PHRL","Left","Piper's Hole River","PHR",2,"2020","September","3","9/3/2020",47.922374,-54.276605,"FISHE","Salvelinus alpinus",867,0,"0",0,"0","1.1","Sample",2492,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,93,0.2,0.9,17.8,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,"Y",NA,NA,0.1,0.4,0.3,0.3,0.2,0.3,0.2,0.3,0.4,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,0.4,0.8,0.6,0.7,1.3,1.3,1.7,0.8,1.1,1.3,NA,NA,NA,NA,NA,NA,NA,NA
"549","PHRL","Left","Piper's Hole River","PHR",2,"2020","September","3","9/3/2020",47.922374,-54.276605,"MIFISHU","Salvelinus alpinus",1350405,2,"1.481e-06",0,"0","1.1","Sample",2492,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,93,0.2,0.9,17.8,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,"Y",NA,NA,0.1,0.4,0.3,0.3,0.2,0.3,0.2,0.3,0.4,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,0.4,0.8,0.6,0.7,1.3,1.3,1.7,0.8,1.1,1.3,NA,NA,NA,NA,NA,NA,NA,NA
"550","PHRR","Right","Piper's Hole River","PHR",4,"2020","September","3","9/3/2020",47.922332,-54.275604,"FISHE","Salvelinus alpinus",765,0,"0",0,"0","0.72","Sample",2172,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,93,0.2,0.9,17.8,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,"Y",NA,NA,0.1,0.4,0.3,0.3,0.2,0.3,0.2,0.3,0.4,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,0.4,0.8,0.6,0.7,1.3,1.3,1.7,0.8,1.1,1.3,NA,NA,NA,NA,NA,NA,NA,NA
"551","PHRR","Right","Piper's Hole River","PHR",4,"2020","September","3","9/3/2020",47.922332,-54.275604,"MIFISHU","Salvelinus alpinus",480375,2,"4.163e-06",0,"0","0.72","Sample",2172,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,93,0.2,0.9,17.8,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,"Y",NA,NA,0.1,0.4,0.3,0.3,0.2,0.3,0.2,0.3,0.4,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,0.4,0.8,0.6,0.7,1.3,1.3,1.7,0.8,1.1,1.3,NA,NA,NA,NA,NA,NA,NA,NA
"552","PIBC","Center","Pinsent's Brook","PIB",3,"2020","September","5","9/5/2020",51.491397,-55.873069,"FISHE","Salvelinus alpinus",2085,0,"0",0,"0","0.93","Sample",2536,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,17.8,0.4,0.8,15.4,NA,NA,NA,NA,NA,5.7,NA,NA,1.5,40,NA,NA,"Y","Day after heavy rains.  ","Day after heavy rains.  ",0.3,0.6,0.4,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1,0.6,0.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","PIBC","Center","Pinsent's Brook","PIB",3,"2020","September","5","9/5/2020",51.491397,-55.873069,"MIFISHU","Salvelinus alpinus",934313,0,"0",0,"0","0.93","Sample",2536,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,17.8,0.4,0.8,15.4,NA,NA,NA,NA,NA,5.7,NA,NA,1.5,40,NA,NA,"Y","Day after heavy rains.  ","Day after heavy rains.  ",0.3,0.6,0.4,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1,0.6,0.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","PIBL","Left","Pinsent's Brook","PIB",2,"2020","September","5","9/5/2020",51.491384,-55.87301,"FISHE","Salvelinus alpinus",1094,0,"0",0,"0","1","Sample",2468,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,17.8,0.4,0.8,15.4,NA,NA,NA,NA,NA,5.7,NA,NA,1.5,40,NA,NA,"Y","Day after heavy rains.  ","Day after heavy rains.  ",0.3,0.6,0.4,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1,0.6,0.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","PIBL","Left","Pinsent's Brook","PIB",2,"2020","September","5","9/5/2020",51.491384,-55.87301,"MIFISHU","Salvelinus alpinus",395720,1,"2.527e-06",0,"0","1","Sample",2468,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,17.8,0.4,0.8,15.4,NA,NA,NA,NA,NA,5.7,NA,NA,1.5,40,NA,NA,"Y","Day after heavy rains.  ","Day after heavy rains.  ",0.3,0.6,0.4,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1,0.6,0.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","PIBR","Right","Pinsent's Brook","PIB",4,"2020","September","5","9/5/2020",51.49141,-55.8732,"FISHE","Salvelinus alpinus",1311,0,"0",0,"0","0.65","Sample",1994,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,17.8,0.4,0.8,15.4,NA,NA,NA,NA,NA,5.7,NA,NA,1.5,40,NA,NA,"Y","Day after heavy rains.  ","Day after heavy rains.  ",0.3,0.6,0.4,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1,0.6,0.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","PIBR","Right","Pinsent's Brook","PIB",4,"2020","September","5","9/5/2020",51.49141,-55.8732,"MIFISHU","Salvelinus alpinus",1036853,0,"0",0,"0","0.65","Sample",1994,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,17.8,0.4,0.8,15.4,NA,NA,NA,NA,NA,5.7,NA,NA,1.5,40,NA,NA,"Y","Day after heavy rains.  ","Day after heavy rains.  ",0.3,0.6,0.4,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1,0.6,0.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","PIN21-C","Center","Pinware River","PIN",3,"2021","August","23","8/23/2021",51.69024,-56.69098,"FISHE","Salvelinus alpinus",1196,0,"0",0,"0","0.94","Sample",2983,"APC0235 Arctic charr qPCR 03","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","256",NA,NA,NA,NA,NA,NA,101.9,0.5,0.5,18.6,NA,101.1,"104.6",9.9,22.5,0.6,6.9,182.2,NA,NA,NA,NA,"Y",NA,NA,0.4,0.5,0.5,0.5,0.4,0.4,0.6,0.6,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.7,0.6,0.6,0.3,0.5,0.9,0.2,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","PIN21-C","Center","Pinware River","PIN",3,"2021","August","23","8/23/2021",51.69024,-56.69098,"MIFISHU","Salvelinus alpinus",886417,2,"2.256e-06",0,"0","0.94","Sample",2983,"APC0235 Arctic charr qPCR 03","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","256",NA,NA,NA,NA,NA,NA,101.9,0.5,0.5,18.6,NA,101.1,"104.6",9.9,22.5,0.6,6.9,182.2,NA,NA,NA,NA,"Y",NA,NA,0.4,0.5,0.5,0.5,0.4,0.4,0.6,0.6,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.7,0.6,0.6,0.3,0.5,0.9,0.2,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","PIN21-L","Left","Pinware River","PIN",2,"2021","August","23","8/23/2021",51.69007,-56.69155,"FISHE","Salvelinus alpinus",2432,0,"0",0,"0","0.88","Sample",1984,"APC0235 Arctic charr qPCR 03","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","255",NA,NA,NA,NA,NA,NA,101.9,0.5,0.5,18.6,NA,101.1,"104.6",9.9,22.5,0.6,6.9,182.2,NA,NA,NA,NA,"Y",NA,NA,0.4,0.5,0.5,0.5,0.4,0.4,0.6,0.6,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.7,0.6,0.6,0.3,0.5,0.9,0.2,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","PIN21-L","Left","Pinware River","PIN",2,"2021","August","23","8/23/2021",51.69007,-56.69155,"MIFISHU","Salvelinus alpinus",955606,2,"2.093e-06",2,"2.093e-06","0.88","Sample",1984,"APC0235 Arctic charr qPCR 03","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","255",NA,NA,NA,NA,NA,NA,101.9,0.5,0.5,18.6,NA,101.1,"104.6",9.9,22.5,0.6,6.9,182.2,NA,NA,NA,NA,"Y",NA,NA,0.4,0.5,0.5,0.5,0.4,0.4,0.6,0.6,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.7,0.6,0.6,0.3,0.5,0.9,0.2,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","PIN21-R","Right","Pinware River","PIN",4,"2021","August","23","8/23/2021",51.69026,-56.69063,"FISHE","Salvelinus alpinus",700,0,"0",0,"0","0.96","Sample",1231,"APC0235 Arctic charr qPCR 03","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","257",NA,NA,NA,NA,NA,NA,101.9,0.5,0.5,18.6,NA,101.1,"104.6",9.9,22.5,0.6,6.9,182.2,NA,NA,NA,NA,"Y",NA,NA,0.4,0.5,0.5,0.5,0.4,0.4,0.6,0.6,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.7,0.6,0.6,0.3,0.5,0.9,0.2,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","PIN21-R","Right","Pinware River","PIN",4,"2021","August","23","8/23/2021",51.69026,-56.69063,"MIFISHU","Salvelinus alpinus",1329494,7,"5.265e-06",5,"3.761e-06","0.96","Sample",1231,"APC0235 Arctic charr qPCR 03","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","257",NA,NA,NA,NA,NA,NA,101.9,0.5,0.5,18.6,NA,101.1,"104.6",9.9,22.5,0.6,6.9,182.2,NA,NA,NA,NA,"Y",NA,NA,0.4,0.5,0.5,0.5,0.4,0.4,0.6,0.6,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.7,0.6,0.6,0.3,0.5,0.9,0.2,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","PLRC","Center","Point Leaminton River","PLR",3,"2020","September","6","9/6/2020",49.321675,-55.398408,"FISHE","Salvelinus alpinus",1370,0,"0",0,"0","0.93","Sample",3068,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,NA,0.4,1.2,19.3,762.8,NA,"108.9",10.1,24.6,-17.4,NA,216.8,NA,NA,NA,NA,"Y",NA,NA,0.2,0.3,0.4,0.6,0.7,0.4,0.2,0.2,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.9,1.3,1.7,1.5,1.1,0.8,0.9,2.2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","PLRC","Center","Point Leaminton River","PLR",3,"2020","September","6","9/6/2020",49.321675,-55.398408,"MIFISHU","Salvelinus alpinus",1290512,1,"7.749e-07",0,"0","0.93","Sample",3068,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,NA,0.4,1.2,19.3,762.8,NA,"108.9",10.1,24.6,-17.4,NA,216.8,NA,NA,NA,NA,"Y",NA,NA,0.2,0.3,0.4,0.6,0.7,0.4,0.2,0.2,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.9,1.3,1.7,1.5,1.1,0.8,0.9,2.2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","PLRL","Left","Point Leaminton River","PLR",2,"2020","September","6","9/6/2020",49.321676,-55.398333,"FISHE","Salvelinus alpinus",1681,0,"0",0,"0","1.03","Sample",2607,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,NA,0.4,1.2,19.3,762.8,NA,"108.9",10.1,24.6,-17.4,NA,216.8,NA,NA,NA,NA,"Y",NA,NA,0.2,0.3,0.4,0.6,0.7,0.4,0.2,0.2,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.9,1.3,1.7,1.5,1.1,0.8,0.9,2.2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","PLRL","Left","Point Leaminton River","PLR",2,"2020","September","6","9/6/2020",49.321676,-55.398333,"MIFISHU","Salvelinus alpinus",1015486,2,"1.97e-06",0,"0","1.03","Sample",2607,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,NA,0.4,1.2,19.3,762.8,NA,"108.9",10.1,24.6,-17.4,NA,216.8,NA,NA,NA,NA,"Y",NA,NA,0.2,0.3,0.4,0.6,0.7,0.4,0.2,0.2,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.9,1.3,1.7,1.5,1.1,0.8,0.9,2.2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","PLRR","Right","Point Leaminton River","PLR",4,"2020","September","6","9/6/2020",49.32175,-55.398472,"FISHE","Salvelinus alpinus",2135,0,"0",0,"0","1","Sample",2175,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,NA,0.4,1.2,19.3,762.8,NA,"108.9",10.1,24.6,-17.4,NA,216.8,NA,NA,NA,NA,"Y",NA,NA,0.2,0.3,0.4,0.6,0.7,0.4,0.2,0.2,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.9,1.3,1.7,1.5,1.1,0.8,0.9,2.2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","PLRR","Right","Point Leaminton River","PLR",4,"2020","September","6","9/6/2020",49.32175,-55.398472,"MIFISHU","Salvelinus alpinus",810819,1,"1.233e-06",0,"0","1","Sample",2175,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,NA,0.4,1.2,19.3,762.8,NA,"108.9",10.1,24.6,-17.4,NA,216.8,NA,NA,NA,NA,"Y",NA,NA,0.2,0.3,0.4,0.6,0.7,0.4,0.2,0.2,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.9,1.3,1.7,1.5,1.1,0.8,0.9,2.2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","PPB21-L1","Left","Partridge Pond Brook","PPB",2,"2021","August","31","8/31/2021",54.04221,-59.49919,"FISHE","Salvelinus alpinus",633,0,"0",0,"0","0.95","Sample",2227,"APC0235 Arctic charr qPCR 04","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","353",NA,NA,NA,NA,NA,NA,48.1,0.4,0.8,12.3,NA,100.6,"113.8",12.1,12.6,96.1,5.3,252.7,NA,NA,NA,NA,"N",NA,"too swift to finish",0.2,0.3,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.7,0.8,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","PPB21-L1","Left","Partridge Pond Brook","PPB",2,"2021","August","31","8/31/2021",54.04221,-59.49919,"MIFISHU","Salvelinus alpinus",193644,1,"5.164e-06",0,"0","0.95","Sample",2227,"APC0235 Arctic charr qPCR 04","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","353",NA,NA,NA,NA,NA,NA,48.1,0.4,0.8,12.3,NA,100.6,"113.8",12.1,12.6,96.1,5.3,252.7,NA,NA,NA,NA,"N",NA,"too swift to finish",0.2,0.3,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.7,0.8,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","PPB21-L2","Left","Partridge Pond Brook","PPB",3,"2021","August","31","8/31/2021",54.04221,-59.49919,"FISHE","Salvelinus alpinus",2871,0,"0",0,"0","1","Sample",1724,"APC0235 Arctic charr qPCR 04","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","354",NA,NA,NA,NA,NA,NA,48.1,0.4,0.8,12.3,NA,100.6,"113.8",12.1,12.6,96.1,5.3,252.7,NA,NA,NA,NA,"N",NA,"too swift to finish",0.2,0.3,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.7,0.8,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","PPB21-L2","Left","Partridge Pond Brook","PPB",3,"2021","August","31","8/31/2021",54.04221,-59.49919,"MIFISHU","Salvelinus alpinus",698833,0,"0",0,"0","1","Sample",1724,"APC0235 Arctic charr qPCR 04","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","354",NA,NA,NA,NA,NA,NA,48.1,0.4,0.8,12.3,NA,100.6,"113.8",12.1,12.6,96.1,5.3,252.7,NA,NA,NA,NA,"N",NA,"too swift to finish",0.2,0.3,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.7,0.8,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","PPB21-L3","Left","Partridge Pond Brook","PPB",4,"2021","August","31","8/31/2021",54.04221,-59.49919,"FISHE","Salvelinus alpinus",4694,0,"0",0,"0","1.02","Sample",1896,"APC0235 Arctic charr qPCR 04","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","354",NA,NA,NA,NA,NA,NA,48.1,0.4,0.8,12.3,NA,100.6,"113.8",12.1,12.6,96.1,5.3,252.7,NA,NA,NA,NA,"N",NA,"too swift to finish",0.2,0.3,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.7,0.8,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","PPB21-L3","Left","Partridge Pond Brook","PPB",4,"2021","August","31","8/31/2021",54.04221,-59.49919,"MIFISHU","Salvelinus alpinus",1607048,0,"0",0,"0","1.02","Sample",1896,"APC0235 Arctic charr qPCR 04","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","354",NA,NA,NA,NA,NA,NA,48.1,0.4,0.8,12.3,NA,100.6,"113.8",12.1,12.6,96.1,5.3,252.7,NA,NA,NA,NA,"N",NA,"too swift to finish",0.2,0.3,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.7,0.8,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","PRIC1","Center","Parker's River (Northern Penninsula)","PRI",3,"2020","September","5","9/5/2020",51.4979,-55.732732,"MIFISHU","Salvelinus alpinus",4,1,"0.25",0,"0","0.97","Sample",19,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,19.3,0.4,0.5,16.5,NA,NA,NA,NA,NA,-57.1,NA,NA,1,0,NA,NA,"Y","Longmires - Sign posted as a char river. Double filter site 1/2 longmires 1/2 dessicant.","Sign posted as a char river. Double filter site 1/2 longmires 1/2 dessicant.",0.1,0.5,0.5,0.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,1.1,1.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","PRIL1","Left","Parker's River (Northern Penninsula)","PRI",2,"2020","September","5","9/5/2020",51.4979,-55.732659,"FISHE","Salvelinus alpinus",1262,0,"0",0,"0","1.02","Sample",1544,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,19.3,0.4,0.5,16.5,NA,NA,NA,NA,NA,-57.1,NA,NA,1,0,NA,NA,"Y","Longmires - Sign posted as a char river. Double filter site 1/2 longmires 1/2 dessicant.","Sign posted as a char river. Double filter site 1/2 longmires 1/2 dessicant.",0.1,0.5,0.5,0.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,1.1,1.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","PRIL1","Left","Parker's River (Northern Penninsula)","PRI",2,"2020","September","5","9/5/2020",51.4979,-55.732659,"MIFISHU","Salvelinus alpinus",836610,0,"0",0,"0","1.02","Sample",1544,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,19.3,0.4,0.5,16.5,NA,NA,NA,NA,NA,-57.1,NA,NA,1,0,NA,NA,"Y","Longmires - Sign posted as a char river. Double filter site 1/2 longmires 1/2 dessicant.","Sign posted as a char river. Double filter site 1/2 longmires 1/2 dessicant.",0.1,0.5,0.5,0.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,1.1,1.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
